"Gene" "lb" "log.FC.mle" "ub" "ce" "Z" "cZ" "pvalue" "p.adjust"
"SYT1" 8.11936971385038 9.89895759633813 10.2326303243046 8.11936971385038 7.13989829568023 6.01872040543865 9.33999999999145e-13 1.75801221097496e-09
"DCLK1" 8.86086466488694 9.56528486837168 9.8618828487863 8.86086466488694 7.13989829567938 6.01872040543865 9.3400000000489e-13 1.75801221097496e-09
"STMN2" 7.41494951036565 9.34283638306071 9.67650911102716 7.41494951036565 7.13875843516731 6.01872040543865 9.41776711881715e-13 1.75801221097496e-09
"KCNQ5" 2.96597980414626 9.26868688795705 9.6023596159235 2.96597980414626 6.90558476860692 5.81606338710382 4.99970424347186e-12 6.02496274344171e-09
"NEDD4L" 3.18842828945723 9.12038789774974 9.37991113061253 3.18842828945723 7.01972643501057 5.9393498773007 2.22303070887607e-12 2.86154575657553e-09
"LINGO2" 3.1513535419054 8.97208890754242 9.15746264530157 3.1513535419054 7.13989402808252 6.01872040543865 9.3402899786491e-13 1.75801221097496e-09
"CHRM3" 2.96597980414626 8.97208890754242 9.37991113061253 2.96597980414626 6.51896464998635 5.41926213631812 7.07943340884813e-11 5.98455148373646e-08
"DLX6-AS1" 8.11936971385038 8.89793941243877 9.26868688795705 8.11936971385038 7.09470259373329 6.01075943012511 1.29629948897768e-12 1.84656251121177e-09
"CKB" 3.22550303700906 8.78671516978329 9.12038789774974 3.22550303700906 7.13143725501433 6.01872040543865 9.93262310660673e-13 1.75801221097496e-09
"FRMPD4" 3.96699798804564 8.78671516978329 9.12038789774974 3.96699798804564 7.11799917568349 6.01539925835759 1.09505026236137e-12 1.79443870556334e-09
"RYR3" 3.18842828945723 8.78671516978329 9.15746264530157 3.18842828945723 6.89224942141611 5.80732908275824 5.49169731818961e-12 6.34772964709438e-09
"NMNAT2" 1.4459151545213 8.6754909271278 8.89793941243877 1.4459151545213 4.30605507595234 3.28100753563035 1.6619169531835e-05 0.00103436980653194
"MGAT4C" 2.59523232862797 8.60134143202414 8.86086466488694 2.59523232862797 7.09045492463198 6.01075943012511 1.33671850982878e-12 1.84656251121177e-09
"KIRREL3" 2.26155960066152 8.60134143202414 8.89793941243877 2.26155960066152 5.78479003961729 4.63642298878116 7.260295393167e-09 3.54490181446717e-06
"GABRB2" 2.22448485310969 8.60134143202414 8.89793941243877 2.22448485310969 5.6942101932481 4.53695295813496 1.23944316413224e-08 5.70728308374977e-06
"CACNA1B" 7.93399597609124 8.56426668447232 8.82378991733511 7.93399597609124 7.13918970622029 6.01872040543865 9.3882691514209e-13 1.75801221097496e-09
"KCNJ3" 7.89692122853941 8.56426668447232 8.89793941243877 7.89692122853941 7.13512328275721 6.01872040543865 9.67004494804289e-13 1.75801221097496e-09
"KCNC2" 7.97107072364307 8.49011718936866 8.74964042223146 7.97107072364307 7.13989748502071 6.01872040543865 9.34005508275107e-13 1.75801221097496e-09
"RYR2" 2.55815758107615 8.49011718936866 8.78671516978329 2.55815758107615 6.5755020161997 5.46992775936242 4.8489286389891e-11 4.50219049598465e-08
"SATB2" 7.67447274322844 8.45304244181683 9.12038789774974 7.67447274322844 7.12003070281404 6.01539925835759 1.07903024147992e-12 1.79443870556334e-09
