"Gene" "lb" "log.FC.mle" "ub" "ce" "Z" "cZ" "pvalue" "p.adjust"
"DCX" 4.07241905509775 9.07038789544501 9.47762980095479 4.07241905509775 7.13989816179642 6.29554099276745 9.34000909711726e-13 3.06329590481597e-10
"BCL11A" 3.2579352440782 8.58910200711526 8.95932192121506 3.2579352440782 7.11275676878566 6.28220460040976 1.13747643596685e-12 3.33805131504098e-10
"SOX11" 3.18389126125824 8.58910200711526 8.92229992980507 3.18389126125824 7.02704244983704 6.19729099664432 2.10957202133729e-12 5.74432404540874e-10
"DAPK1" 1.96216554472892 7.81164018750569 7.99675014455559 1.96216554472892 6.28652939138888 5.40830781411504 3.24641578151966e-10 6.36230093542248e-08
"KIAA0319" 2.48047342446863 7.73759620468572 8.03377213596558 2.48047342446863 6.45438855360566 5.58543960781681 1.08656703251687e-10 2.3310978631701e-08
"EPHA4" 2.51749541587861 7.73759620468572 8.10781611878555 2.51749541587861 5.98524807972747 5.08450242991816 2.16060292815045e-09 3.68591050134293e-07
"TTTY14" 1.11065974229939 7.66355222186578 7.92270616173562 1.11065974229939 4.44495719580214 3.49594168933998 8.79093685203025e-06 0.000472391917860805
"ATP1A2" 1.36981368216925 7.66355222186578 8.1448381101955 1.36981368216925 4.27376171610527 3.34510700603125 1.92202439519956e-05 0.000822508305538631
"GNG2" 2.59153939869857 7.55248624763583 7.88568417032567 2.59153939869857 6.04099129908534 5.14483586084328 1.53170239827155e-09 2.67754816152174e-07
"PLXNA2" 1.85109957049898 7.55248624763583 7.81164018750569 1.85109957049898 5.40091271641869 4.4392558253142 6.63026822464874e-08 9.02704643528019e-06
"EZR" 2.51749541587861 7.51546425622584 7.99675014455559 2.51749541587861 5.26802788064902 4.29495944490298 1.37897167240491e-07 1.74725274231922e-05
"LRCH1" 2.14727550177882 7.47844226481589 7.77461819609571 2.14727550177882 5.88482602256036 4.97280691654612 3.98472926813235e-09 6.59903790317193e-07
"SEPT3" 1.4438576649892 7.40439828199592 7.70057421327577 1.4438576649892 3.8306269466432 2.95025325839943 0.000127817168482144 0.00317513543354899
"NETO2" 4.40561697778756 7.33035429917594 7.70057421327577 4.40561697778756 5.15087327991277 4.17323526216192 2.5927633597362e-07 3.00304562717257e-05
"SMS" 1.4438576649892 7.33035429917594 7.58950823904581 1.4438576649892 4.57568209838281 3.61088166542898 4.74670877037066e-06 0.000305157878928778
"AKAP12" 1.11065974229939 7.33035429917594 7.6265302304558 1.11065974229939 4.22023339237189 3.29967731553064 2.44049523822087e-05 0.000967960569344215
"ARHGAP44" 1.4438576649892 7.29333230776599 7.58950823904581 1.4438576649892 4.59162540517361 3.62318070631412 4.39807243199322e-06 0.000291002367293496
"DPYSL3" 2.70260537292851 7.256310316356 7.66355222186578 2.70260537292851 5.65183569386545 4.7171939148083 1.58743297620345e-08 2.39119757729284e-06
"C3orf70" 1.6289676220391 7.256310316356 7.58950823904581 1.6289676220391 4.5078224949206 3.55083256552836 6.54963337928411e-06 0.000384014632852891
"ZNF804A" 3.51708918394806 7.21928832494602 8.29292607583544 3.51708918394806 7.13889742358244 6.29554099276745 9.40825070478903e-13 3.06329590481597e-10
